Series Name,Series Code,Country Name,countrycode,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Patent applications, nonresidents",IP.PAT.NRES,Greece,GRC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1570,1843,1911,1936,2142,2035,1714,586,457,454,466,192,211,171,139,46,37,57,34,33,34,49,36,27,28,20,30,20,30,22,16,19,28,19,19,23,40,91,149,238,363,532,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26,33,17,9,17,..,..,..,16,16,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,168,..,115,92,106,76,82,75,97,104,79,94,99,77,142,175,218,267,250,285,293,296,266,388,500,99,306,322,374,327,337,319,288,341,266,275,228,231,205,249,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,5,16,8,3,..,..,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,16,19,13,17,23,18,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13,..,24,15,11,15,20,9,4,..,..,5,..,..,..,..,6,..,..,5,..,..,..,..,..,..,..,..,..,..,..,13,15,11,19,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Honduras,HND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40,..,183,24,19,16,..,31,27,..,17,..,30,..,..,40,126,..,..,148,135,155,161,..,..,..,..,..,..,..,..,253,233,211,..,224,185,189,148,187,..,188,..,..
"Patent applications, nonresidents",IP.PAT.NRES,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,871,810,955,1027,1107,1056,886,1060,1076,1248,1186,1619,1938,2059,2359,14539,5998,8244,8840,9018,8995,9878,11607,13618,13606,13489,11708,11569,13312,12817,13690,12350,11973,13859,12975,15672,16186,21133,21542,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1571,1528,1559,1530,1606,1531,1606,1630,1629,1666,1976,1799,1633,1323,1328,1793,850,888,904,3779,4127,4529,5064,4054,1909,497,206,102,89,30,47,36,66,66,73,64,49,36,36,23,28,13,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58,79,62,62,70,71,92,91,110,87,113,99,121,112,108,49,75,216,254,357,825,713,379,748,463,545,326,53,31,22,19,21,7,13,13,6,3,8,10,15,3,2,..,..
"Patent applications, nonresidents",IP.PAT.NRES,India,IND,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1817,1834,1948,..,2291,2493,2497,2520,2504,2600,2673,2328,2176,2511,3212,5021,6901,8229,6707,2620,6332,8213,8772,9188,13452,19661,23242,28922,30387,27025,30909,33450,34402,32362,30814,33079,31858,31621,33766,34173,33630,35306,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,475,..,636,682,559,731,591,601,..,661,..,1280,3905,2031,2305,2813,3957,3939,1753,2784,3733,3714,3609,3099,3441,4069,4324,4850,4747,4103,5122,5297,..,6787,7321,8095,8538,7032,8347,8388,6851,7403,..,..
"Patent applications, nonresidents",IP.PAT.NRES,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,493,321,273,280,312,223,..,165,173,170,173,165,175,164,131,129,227,115,159,177,206,302,285,355,356,443,557,502,552,516,528,489,432,338,119,..,702,995,915,578,634,581,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,126,107,129,128,94,77,54,49,52,75,..,..,25,28,25,24,18,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,102,..,101,77,106,98,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2355,2649,2676,2527,2721,2614,2678,2846,3174,3494,4001,3794,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70,75,32,35,54,42,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Israel,ISR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2104,2132,2207,2295,2690,2727,2830,3035,2859,3048,2856,2630,2327,2635,2701,3159,2101,1445,3106,3904,5203,5521,5095,4569,4870,5157,6154,6394,6214,5387,5856,5526,5473,4984,5148,5623,5119,5377,5857,6370,6481,8017,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Italy,ITA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9971,..,..,12080,..,7851,..,..,8000,..,..,..,486,483,439,..,1678,..,..,1172,1396,..,..,..,..,..,..,870,861,903,846,927,871,905,781,..,973,1031,900,898,947,797,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93,93,..,..,101,..,..,77,39,59,64,60,54,77,61,..,..,90,72,54,41,61,59,132,157,121,110,142,93,82,97,122,63,59,57,53,51,47,60,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Japan,JPN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25290,..,..,24977,28562,28622,29887,30089,30491,33641,34360,33463,33875,34141,33363,34603,36514,40765,42551,45475,49501,52408,51586,54909,54665,59118,61614,62793,60892,53281,54517,55030,55783,56705,60030,59882,58137,58189,59937,62597,61124,66748,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68,91,24,..,..,..,..,..,..,61,..,..,..,..,..,..,..,..,..,..,127,147,117,157,141,169,428,507,535,446,429,360,346,357,339,294,256,174,109,290,301,322,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12,1205,183,342,325,303,159,111,116,99,103,102,111,103,124,194,189,314,273,317,..,378,271,232,231,173,193,..,97,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96,75,76,100,122,98,107,108,55,65,..,20,..,37,..,..,38,40,34,30,..,..,49,73,53,59,41,91,89,123,120,122,136,114,75,56,59,43,42,41,35,37,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..,..,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8,32,13,13,38,8,8,..,..,..,..,..,..,..,..,..,..,..,..,66,56,76,..,55,39,39,27,..,..,..,..,2,8,7,6,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3829,3984,4368,4795,6636,7883,9115,12186,14355,16295,16738,14880,15122,15044,17158,19271,21921,25325,24637,24672,29179,30898,29566,28338,34865,38733,40713,43768,43518,36207,38296,40890,40779,44611,46219,46419,45406,45691,47431,47372,46282,51753,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37,..,256,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,259,29,142,55,12,2,4,14,5,1,..,..,..,3,3,3,6,5,1,3,7,4,5,9,..,1,1,4,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,4,14,21,36,18,20,43,53,69,43,61,63,97,58,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70,163,87,90,273,40,90,91,81,63,64,24,43,57,37,8,9,3,7,10,12,8,4,1,18,7,24,5,1,4,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,250,261,194,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14,..,..,..,..,..,2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,..,21,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24,47,22,..,21,21,37,23,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117,1036,180,27,78,77,71,71,61,55,46,49,44,47,34,20,18,16,6,15,15,20,42,18,58,46,24,33,18,9,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,897,708,616,..,496,439,407,300,248,169,165,119,..,166,74,69,77,102,68,86,91,70,42,8,18,64,26,25,23,24,21,43,52,56,90,119,301,512,243,359,679,1441,..,..
"Patent applications, nonresidents",IP.PAT.NRES,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,12,..,22,119,131,291,208,123,58,56,53,54,104,62,51,67,54,38,63,35,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,16,23,36,30,37,48,38,25,20,22,35,40,67,63,43,34,58,40,47,29,16,30,42,37,30,21,22,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51,41,49,37,26,35,39,53,33,34,33,21,12,15,12,33,30,26,18,..,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1329,233,3195,1547,1803,2213,2321,2260,2684,3364,3911,5354,6272,5770,5624,6021,5663,4615,4686,4920,5764,4269,1702,4485,4503,5152,5376,5826,6006,6267,6455,6127,5906,6179,6480,5839,6651,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17,17,15,16,15,20,12,17,14,13,17,21,22,16,21,13,18,24,26,72,93,107,180,..,471,..,805,29,34,21,7,6,6,4,8,2,1,7,15,7,5,5,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,19,8,..,..,5,21,5,14,11,3,8,12,4,12,4,19,12,12,..,..,..,..,..,..,..,..,..,22,..,..,19,14,18,18,20,36,18,13,23,19,14,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4768,5232,4763,3861,3771,3091,3071,3509,3748,3817,4400,4707,7130,7659,9446,4961,6365,10111,10440,11655,12630,13031,12536,11739,12633,13851,14931,15970,15896,13459,13625,12990,14020,14234,14889,16707,16103,15850,14869,14636,13180,15044,..,..
"Patent applications, nonresidents",IP.PAT.NRES,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36,296,39,135,57,23,15,10,17,30,3,9,11,9,14,22,5,11,11,22,29,72,60,64,37,21,15,11,12,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54,56,37,46,51,54,40,55,67,50,56,42,13,11,14,17,23,13,15,14,7,14,4,3,2,5,7,5,3,7,5,3,4,..,4,1,7,17,11,5,7,3,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32,11,..,..,..,..,..,..,1,2,6,21,52,23,3,32,..,..,76,105,86,86,87,110,..,..,67,69,..,..,132,126,128,107,104,79,86,82,77,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,914,..,136,83,41,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,315,299,284,300,294,255,225,234,238,204,268,301,..,256,253,292,237,..,401,..,..,..,..,..,457,520,732,782,834,856,882,880,843,828,742,797,1066,2026,2350,2531,2438,2549,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18,8,1,9,16,4,14,17,26,14,17,25,15,26,30,46,30,25,26,13,24,14,16,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,158,130,..,120,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11,14,15,15,12,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3,..,..,1,..,..,..,..,..,..,2,3,1,5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,13,12,36,71,26,43,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5532,4228,3212,2611,2139,1658,1464,1201,1068,993,764,595,555,560,501,569,633,637,549,506,529,543,481,573,556,633,548,367,311,279,240,310,338,449,288,287,314,365,394,449,825,1390,..,..
"Patent applications, nonresidents",IP.PAT.NRES,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2290,2424,2547,2683,3011,2967,3128,3368,3622,3660,3869,3550,3390,1866,2517,3435,6192,8259,4519,6541,5585,5507,5109,5028,4900,5112,5212,5952,4468,4803,5051,4708,5674,5167,6092,5317,5311,5146,5221,5690,5417,6522,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,64,49,33,39,..,..,..,..,..,39,34,..,35,..,..,..,136,129,..,..,..,..,..,..,..,..,..,..,208,172,124,145,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,431,..,..,..,..,246,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,747,676,869,..,..,150,180,509,683,598,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,178,76,13,118,60,2,53,59,209,23,9,15,4,13,5,11,1,3,3,4,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3247,3785,3733,4068,4332,3694,3519,4616,4933,4324,4745,4213,4120,3886,4072,4280,4336,4959,5006,5255,5389,5242,5109,4782,4348,4843,4957,5431,4280,2358,696,654,555,648,457,652,833,908,592,582,564,634,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,341,366,387,404,476,519,511,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,369,..,..,..,..,..,..,..,..,..,524,502,605,617,574,678,799,1049,1275,1089,1149,1168,1057,1070,1008,1141,1647,1449,1375,..,980,861,798,783,776,677,636,505,586,561,562,567,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90,90,97,134,98,78,83,73,79,44,53,68,66,80,86,62,142,..,..,..,153,..,..,..,..,..,..,..,371,370,468,420,234,78,274,389,349,376,362,328,297,401,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45,..,..,..,..,79,..,46,..,..,33,63,53,29,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50,32,35,..,..,..,34,36,..,44,71,..,..,..,..,..,..,211,253,171,173,187,241,364,295,265,246,347,..,..,..,..,..,..,..,315,324,323,354,..,..
"Patent applications, nonresidents",IP.PAT.NRES,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,280,375,294,266,..,211,208,194,194,..,219,216,262,254,369,..,565,756,..,944,1038,974,840,892,785,993,1232,1331,1504,657,261,1129,1136,1193,1204,1182,1091,1119,1133,1122,1142,1141,..,..
