Series Name,Series Code,Country Name,countrycode,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Labor force, total",SL.TLF.TOTL.IN,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3429429,3491587,3557231,3629138,3707632,3791023,3877061,3970665,4079210,4201834,4332852,4471900,4618624,4770741,4927264,5086454,5248509,5415391,5585608,5757394,5931335,6107944,6261783,6424429,6622929,6823303,6976542,7140459,7380157,7627445,7540126,8114765,8517875,8813478
"Labor force, total",SL.TLF.TOTL.IN,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,135236,139205,141264,143294,145068,146646,148929,151440,153471,155157,155401,159085,160535,161634,159081,162463,164520,168594,171036,173511,177202,181206,187536,195738,203771,212366,219666,230576,248331,265111,276411,282426,293824,305398
"Labor force, total",SL.TLF.TOTL.IN,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,495369,510519,533965,559857,580159,594895,603191,615131,631881,650369,670649,685336,697153,709931,723366,737537,752518,768512,788961,813148,836733,859554,881729,897627,913659,930280,947607,965695,995679,1026834,1050360,1087195,1135542,1172057
"Labor force, total",SL.TLF.TOTL.IN,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,449099,455806,463573,471016,479845,486189,493166,501010,507577,514629,519717,514388,526227,552982,543713,553847,557780,556648,563956,571049,584117,581250,588857,603297,610180,618312,615224,621819,619649,628757,593579,565266,598345,595664
"Labor force, total",SL.TLF.TOTL.IN,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,29340077,30269485,31407208,32566874,33421624,34294731,35164335,36801588,37465529,37828247,38589713,39008022,39513494,40580596,41810127,43213356,44671073,45655255,46418411,47339853,48189452,49262430,50764169,51511392,51907743,52800736,53498509,54114274,55142830,56614536,52956486,56864048,58544385,60144623
"Labor force, total",SL.TLF.TOTL.IN,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1274307,1282296,1287748,1290211,1291832,1291174,1298317,1301143,1315787,1329451,1340815,1309886,1306607,1318632,1278631,1277880,1358271,1379676,1400896,1430516,1496582,1522374,1531943,1540530,1628063,1628234,1592836,1522181,1461369,1481802,1469067,1503026,1464574,1389353
"Labor force, total",SL.TLF.TOTL.IN,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,Mongolia,MNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,706540,742752,758614,769219,786380,805468,827568,848886,872030,897914,926931,955307,983504,1009919,1034159,1057342,1079897,1102156,1111016,1138353,1160587,1199560,1217413,1234127,1255965,1272830,1258931,1286717,1310986,1422458,1386214,1366321,1420881,1433842
"Labor force, total",SL.TLF.TOTL.IN,Montenegro,MNE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,228627,229124,230032,230998,231279,231115,230858,230645,230342,231059,231231,232810,233949,234782,235094,235611,236396,237751,239423,240225,241400,242419,249044,249559,261209,265216,267347,267034,271856,276865,255265,242790,243325,242927
"Labor force, total",SL.TLF.TOTL.IN,Morocco,MAR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7484565,7659611,7909908,8155623,8313186,8611984,8757168,9021964,9206498,9438454,9656934,9824822,9924141,10130763,10344794,10570285,10794828,11012488,11222651,11317347,11402901,11491567,11505127,11668836,11789129,11817289,11764216,11672302,11901182,12127630,11913631,12266110,12170356,12350059
"Labor force, total",SL.TLF.TOTL.IN,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5984301,6107842,6233556,6446115,6917025,7367520,7634795,7851935,8059784,8265462,8468296,8679877,8900839,9131272,9280551,9434822,9594635,9755517,9917392,10084048,10258571,10455626,10674835,10904633,11146461,11397352,11755477,12134320,12521941,12913044,13199887,13620803,14222393,14675340
"Labor force, total",SL.TLF.TOTL.IN,Myanmar,MMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17489969,17858966,18169609,18500154,18830986,19169810,19516849,19882035,20259662,20607816,20918913,21211425,21466696,21681733,21882021,22073501,22259511,22449776,22623634,22798554,23018778,23286520,23551789,23807248,24055781,24298397,24083808,23847667,24244077,23767370,23870997,22117425,22316978,22566318
"Labor force, total",SL.TLF.TOTL.IN,Namibia,NAM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,435613,450724,465336,480524,495826,506113,516044,525413,541861,558646,575679,593289,610372,627019,643871,662298,681989,701719,721316,740620,759361,778067,800026,881059,892359,914121,935710,947334,958630,984500,992910,1026614,1068410,1100435
"Labor force, total",SL.TLF.TOTL.IN,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,Nepal,NPL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4753607,4879980,5030209,5174093,5299719,5419613,5530574,5646043,5765560,5886511,6005380,6124529,6247336,6372014,6494887,6611553,6720861,6826071,6935404,7050680,7170415,7267751,7325780,7363808,7411947,7495760,7567200,7596203,7630476,7809671,7984562,8237363,8404199,8424737
"Labor force, total",SL.TLF.TOTL.IN,Netherlands,NLD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8142834,8214740,8296742,8358232,8405080,8439259,8493545,8554269,8622364,8702123,8790642,8874338,8926577,8950819,8957446,8962610,8991274,9028707,9081198,9105112,9123283,9162232,9263912,9302380,9277002,9382552,9429376,9483930,9598204,9729857,9778411,9842958,10054815,10247550
"Labor force, total",SL.TLF.TOTL.IN,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76657,79385,82262,85156,88019,90835,93693,96226,98701,101023,103261,105521,107792,110120,112378,114335,116295,118392,120384,122446,124851,127586,130390,133190,135552,134563,132756,130830,128745,126548,127351,128261,129375,130207
"Labor force, total",SL.TLF.TOTL.IN,New Zealand,NZL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1622298,1702829,1709913,1727412,1773165,1817532,1871435,1892656,1898064,1912390,1929758,1962689,2024542,2065073,2122508,2179558,2231752,2266131,2286662,2304331,2325453,2358833,2366796,2382609,2463012,2526061,2634836,2732646,2787916,2824420,2879819,2919514,2953183,3048778
"Labor force, total",SL.TLF.TOTL.IN,Nicaragua,NIC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1302113,1339697,1379395,1419581,1464625,1513299,1573241,1633351,1693406,1748818,1804371,1859876,1915679,1972321,2029895,2090654,2152774,2214094,2276217,2338791,2401614,2465061,2529178,2593462,2658091,2715259,2772156,2828986,2871752,2916060,2940072,3036947,3092384,3161456
"Labor force, total",SL.TLF.TOTL.IN,Niger,NER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3469107,3581080,3696747,3817344,3943626,4077063,4213435,4348766,4488810,4633794,4782877,4937713,5097469,5263018,5435132,5614975,5803474,6001076,6208928,6427874,6659147,6903571,7001266,7090590,7163554,7439553,7731418,8028413,8332318,8646428,8903463,9267433,9686312,10094779
"Labor force, total",SL.TLF.TOTL.IN,Nigeria,NGA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44182155,45539192,46853339,48403590,49995636,51569798,53048060,54590197,56197713,57886644,59448260,60989010,62279321,63804726,65310721,66926188,68566946,70237584,71955322,73675735,75478330,77476478,79576563,81609796,83690098,85977639,88619376,91313512,93991721,96681958,99696279,102508968,105432630,110183277
"Labor force, total",SL.TLF.TOTL.IN,North Macedonia,MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,848487,850513,838822,825246,813999,811153,814199,808104,807000,806793,818451,829921,830362,842476,842296,841338,841182,856830,862431,860794,834993,855183,850592,855743,855229,846399,837565,832185,824281,823317,800704,784953,802703,797169
"Labor force, total",SL.TLF.TOTL.IN,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,Norway,NOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2117940,2137587,2158415,2181889,2207396,2232084,2260536,2290363,2320266,2348541,2373417,2393777,2414455,2433937,2458850,2487326,2522046,2562032,2599748,2624941,2634846,2667415,2704906,2736741,2755413,2799450,2818183,2810001,2836505,2875806,2894981,2940731,2985855,3005240
"Labor force, total",SL.TLF.TOTL.IN,Oman,OMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,560426,608565,657295,706628,735835,745088,756493,767681,781791,798141,811967,828118,848943,872229,903059,941785,983874,1029039,1076788,1126504,1186851,1438861,1810089,2026878,2136663,2256906,2400417,2489752,2496264,2430621,2203249,2156841,2362990,2560549
"Labor force, total",SL.TLF.TOTL.IN,Pakistan,PAK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32066327,33326736,34179400,34702649,35657736,36136782,37978020,39914024,41078081,42608353,44283074,45850789,47266464,48816449,50561804,51855384,53143744,55026645,56978123,59305908,61633684,62965404,64736311,66307781,66802824,69229075,69799389,70494278,71401725,73727954,75415987,78814704,80282511,81926413
"Labor force, total",SL.TLF.TOTL.IN,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,Panama,PAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,855067,932837,977742,1023206,1056335,1098438,1129909,1162117,1216031,1243900,1282474,1321605,1361258,1397969,1444961,1482872,1498098,1541403,1614819,1597065,1666955,1653884,1741559,1799983,1836682,1874167,1929484,1960954,2053703,2125378,2098423,2018222,2169258,2170438
"Labor force, total",SL.TLF.TOTL.IN,Papua New Guinea,PNG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1637020,1691310,1753062,1816256,1889203,1971467,2047887,2135787,2226113,2314109,2408489,2427740,2441542,2449414,2451029,2445222,2431417,2410374,2382605,2348078,2306745,2402410,2495300,2590390,2677886,2772876,2870284,2971419,3078775,3181973,3255396,3374107,3494880,3574855
"Labor force, total",SL.TLF.TOTL.IN,Paraguay,PRY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1631388,1676908,1719393,1771854,1827719,1890603,1942729,2005143,2057663,2106915,2152673,2200239,2246134,2258622,2439951,2456323,2393784,2507778,2576022,2639352,2621740,2686793,2882296,2886676,2866433,2922145,3066119,3167703,3257956,3334564,3281326,3412056,3391301,3448638
"Labor force, total",SL.TLF.TOTL.IN,Peru,PER,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7882732,8099649,8284575,8643934,9018294,9592942,10071526,10563686,11039085,11549983,11421931,12219945,12684641,13141062,13588521,14024578,14840428,15475880,15688718,15961805,16300474,16389689,16569598,16673246,16746275,16759049,16939632,17644346,18124121,18599717,16861243,17853296,18756175,18608668
"Labor force, total",SL.TLF.TOTL.IN,Philippines,PHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22447018,23046320,23664925,24330649,24923691,25533782,26202765,26937659,27847777,28782302,29668065,30519604,31310381,32101597,33146452,34017208,34684599,35381465,36070857,37120751,38110500,39596984,40289936,41114722,42543143,42976583,44089437,43266495,44041398,45267971,42533348,44699749,49481401,50352675
"Labor force, total",SL.TLF.TOTL.IN,Poland,POL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17512357,17654261,17725794,17688239,17637767,17475631,17444923,17333653,17356075,17324365,17407634,17578542,17343003,17259218,17226779,17503692,17283145,17272955,17501767,17806724,18033288,18101528,18230032,18265646,18388974,18337515,18385676,18459257,18432612,18381550,18310637,18231897,18259831,18341629
"Labor force, total",SL.TLF.TOTL.IN,Portugal,PRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4740079,4875550,4748270,4749612,4783077,4803848,4863514,4958056,5119669,5168078,5230882,5335182,5418600,5439794,5415609,5461291,5497103,5529578,5531613,5483627,5488106,5425768,5377902,5282453,5223671,5196241,5178291,5216904,5230888,5248814,5138170,5158639,5275650,5414853
"Labor force, total",SL.TLF.TOTL.IN,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1146872,1189180,1202145,1260673,1265595,1270018,1312028,1352970,1361718,1367341,1335977,1348012,1359405,1381946,1388497,1425203,1413462,1380534,1340512,1292495,1254577,1207170,1198072,1190027,1176454,1161579,1150520,1126585,1102414,1123095,1154073,1122639,1152582,1149949
"Labor force, total",SL.TLF.TOTL.IN,Qatar,QAT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,266912,276794,285629,295812,305747,315921,325670,337834,358636,382393,406265,431006,455354,480593,494612,527528,651099,862514,1049476,1196250,1205149,1205722,1270559,1411555,1597750,1760771,1869946,1921542,1943088,1971250,2059100,1827072,1972313,1972818
"Labor force, total",SL.TLF.TOTL.IN,Romania,ROU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8928946,8917910,8943593,9016955,9062830,9080747,9102839,9167096,9217691,9269345,9322687,9240423,9124149,9128682,9115759,9093682,9064556,8952550,8830328,8123363,8597695,8493178,8479067,8457924,8501618,8583504,8473857,8560051,8495431,8468964,8409711,8418497,8415279,8280024
"Labor force, total",SL.TLF.TOTL.IN,Russian Federation,RUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,76380317,76324064,75947780,73984238,72062292,71895508,70980220,69735742,69132673,73320965,73693613,72448221,73134359,72899185,73699330,74144089,74509208,75443782,75991554,76024652,75955044,76202939,76120943,75891798,75752321,75464271,75536474,74982425,74873120,73950194,73449927,73846056,73531906,73184751
"Labor force, total",SL.TLF.TOTL.IN,Rwanda,RWA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2387393,2437747,2496367,2603577,2163490,1746011,2094883,2456111,2606203,2681108,2752572,2820559,2891629,2977046,3070975,3163241,3254239,3345222,3437683,3533295,3632470,3733364,3835101,3939528,4047069,4157309,4271029,4388612,4514731,4505832,4981285,4769099,5079189,5531930
"Labor force, total",SL.TLF.TOTL.IN,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55965,56479,57260,58063,59118,59564,59871,60411,60815,61175,61326,61323,61618,62081,62531,62758,63186,63811,64371,65061,65364,65752,66680,67467,68077,68483,68647,69083,67026,64684,61844,59595,57627,57484
"Labor force, total",SL.TLF.TOTL.IN,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16812,17177,17499,17824,18145,18463,18780,19093,19402,19703,19993,20363,20872,21431,21987,22545,23108,23673,24236,24798,25354,25903,26432,26938,27444,27955,28468,28984,29504,30034,30158,31244,32727,33614
"Labor force, total",SL.TLF.TOTL.IN,Saudi Arabia,SAU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3135951,3277710,3454652,3606494,3759467,3915354,4072224,4232064,4393582,4561974,4891476,5136870,5431092,5785353,6176510,6604532,7069191,7548942,8067087,8586196,8924741,9790087,10684948,11714121,12334605,13349016,14104287,13674850,13337661,13661774,14673206,14623461,15469059,16120882
"Labor force, total",SL.TLF.TOTL.IN,Senegal,SEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2120113,2187613,2257113,2328056,2399359,2469625,2538253,2605918,2674211,2744642,2817550,2892592,2972436,3052605,3129697,3208002,3287202,3335550,3383059,3429881,3476083,3527054,3583550,3653241,3737652,3825810,4362873,4146271,4514053,4904458,5032015,5262663,5412180,5579313
"Labor force, total",SL.TLF.TOTL.IN,Serbia,SRB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3702311,3560497,3558276,3558571,3545572,3527800,3504549,3474556,3457551,3485426,3467987,3455221,3446925,3432250,3407528,3386286,3363325,3362257,3309218,3186654,3096867,3083122,3094915,3141511,3153169,3113181,3203020,3222475,3230350,3219618,3157142,3322738,3289801,3246451
"Labor force, total",SL.TLF.TOTL.IN,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,Sierra Leone,SLE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1539310,1556029,1525183,1520240,1524444,1524995,1530664,1548998,1562683,1568607,1605142,1701877,1802396,1877134,1987007,2016468,2036513,2056536,2083057,2113912,2145691,2175687,2205067,2234189,2263325,2300301,2339207,2379454,2419052,2486676,2537020,2624711,2720775,2797211
"Labor force, total",SL.TLF.TOTL.IN,Singapore,SGP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1471358,1529528,1589796,1643047,1713279,1791665,1890513,1980872,2067333,2092081,2138100,2205923,2200772,2176377,2211220,2301785,2426201,2530038,2737323,2837096,2936802,3012462,3125729,3179345,3266959,3360400,3396546,3388507,3390276,3454121,3431193,3385810,3459003,3621345
"Labor force, total",SL.TLF.TOTL.IN,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,Slovak Republic,SVK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2617123,2635687,2575461,2520357,2455663,2479680,2517738,2521164,2518451,2548083,2581927,2621280,2628367,2661789,2667677,2655652,2651834,2649679,2682509,2670723,2681599,2684605,2707969,2715194,2743071,2738069,2756837,2751358,2742867,2735233,2705756,2757031,2791445,2792542
"Labor force, total",SL.TLF.TOTL.IN,Slovenia,SVN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,928309,932641,934885,935735,938056,940952,943822,964536,982501,969045,965260,971801,987254,964072,1008932,1017728,1025327,1041672,1039794,1045805,1044156,1023430,1018089,1014176,1017500,1012244,998728,1028260,1038040,1035062,1031435,1044095,1058958,1058463
"Labor force, total",SL.TLF.TOTL.IN,Solomon Islands,SLB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,149945,155389,160386,166056,171499,176909,183180,189861,196501,203380,211261,217982,224115,229246,234123,238885,243822,248681,253172,258276,265534,275796,287115,298607,311050,323862,336558,349958,363790,375401,382008,394292,410362,422706
"Labor force, total",SL.TLF.TOTL.IN,Somalia,SOM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1275580,1227722,1175220,1210372,1270807,1315491,1362309,1409266,1467213,1526099,1586776,1649794,1711120,1773346,1836737,1896147,1947627,2003310,2062717,2117345,2173391,2197144,2225499,2301134,2387002,2472573,2571576,2676475,2776582,2883798,2972858,3090392,3209810,3318488
"Labor force, total",SL.TLF.TOTL.IN,South Africa,ZAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15874955,16276380,16563993,16950635,17238544,17395921,17615532,17879477,18227404,18570177,18890253,19206998,19543802,19883394,20206355,20508526,20797349,21085707,21383032,21120517,20017932,21097307,21397775,21921173,22295709,23461405,23788578,24300760,24580984,25222297,24183888,25167040,26170358,27346329
"Labor force, total",SL.TLF.TOTL.IN,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1924597,1964214,1991196,2005088,2049326,2110152,2158647,2218151,2270154,2340171,2448880,2559662,2668719,2784512,2923725,3087356,3267896,3463108,3666157,3865472,4109904,4374585,4589227,4767510,4758237,4664883,4506856,4191210,4143718,4348731,4509974,4660577,4806796,5091342
"Labor force, total",SL.TLF.TOTL.IN,Spain,ESP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15543853,15683365,15906261,16134954,16472363,16598448,16870326,17194770,17451840,17764670,18277408,18160826,18992358,19763085,20447306,21228524,21942920,22532489,23164314,23401615,23521339,23586778,23600632,23411977,23190285,23144125,23067207,23037605,23015874,23237351,22921347,23445165,23828133,24199271
"Labor force, total",SL.TLF.TOTL.IN,Sri Lanka,LKA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6778262,6610226,6504657,6700476,6911166,6824556,7078162,7240418,7899169,7882204,7826298,7959198,8042147,8091588,8130380,8161482,8192105,8222663,8251260,8275626,8298948,8295313,8326733,8033442,8054629,8475356,8605342,8772628,8523299,8697166,8485010,8500316,8527218,8526051
"Labor force, total",SL.TLF.TOTL.IN,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53115,54444,55689,56953,58216,59551,60988,62511,64414,66610,68701,70471,72170,73869,75589,77341,79125,80971,82831,84639,86415,88151,92038,93542,94736,95917,97030,98031,99636,98910,77845,95355,101159,101981
"Labor force, total",SL.TLF.TOTL.IN,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force, total",SL.TLF.TOTL.IN,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43549,44203,45094,45900,46458,47205,47722,48260,48763,49165,49463,49808,50384,50999,51464,51823,52287,52604,52800,52905,52858,52872,52918,52997,53015,53077,53150,53096,53044,52874,51428,51468,52249,52246
